"//  COLOR KEY:\n// GREEN is READY FOR TRANSLATION\n// YELLOW is IN PROGRESS, DON'T TRANSLATE\n// RED is UNUSED, DON'T TRANSLATE\n//PURPLE NEEDS UPDATE (pls change to blue after update)\n//BLUE is UPDATED TEXTS",,
"menu_startgame","Start Game","開始遊戲"
"item_chest_pcuirass_description","Finely wrought and strong enough to turn even the sharpest blades.","做工精細且堅固到足以格擋最尖銳的刀。"
"item_legs_pgreaves","Padded greaves","厚腿甲"
"item_legs_pgreaves_description","Expertly crafted leg protection.","專業做工的腿甲。"
"item_cape_deerhide","Deer hide cape","鹿皮斗篷"
"item_cape_deerhide_description","Rustic chic.","樸素別致。"
"item_cape_trollhide","Troll hide cape","巨魔皮斗篷"
"item_cape_trollhide_description","Trollskin is tough and supple.","巨魔皮堅韌而舒適。"
"item_chest_wolf","Wolf armor chest","銀質霜狼胸甲"
"item_chest_wolf_description","A wolfskin jerkin, warm and wild-looking. It protects against the cold.","野性溫暖的一件狼皮甲，讓你不懼嚴寒。"
"item_cape_linen","Linen cape","亞麻披風"
"item_cape_linen_description","A simple traveler's cape.","一件簡單的旅行者披風。"
"item_legs_wolf","Wolf armor legs","銀質霜狼腿甲"
"item_legs_wolf_description","Shaggy breeches of wolfskin.","毛茸茸的狼皮褲。"
"item_cape_wolf","Wolf fur cape","狼毛披風"
"item_cape_wolf_description","Wolves are natural survivors. This one was just unlucky. Now its pelt will warm you in the snow.","狼是天生的生存強者。 只是這一匹比較倒楣。 它的皮毛在雪中溫暖您。"
"item_cape_lox","Lox cape","平原氂牛披風"
"item_cape_lox_description","A pelt from one of the great beasts, thick and warm.","一張從厲害的野獸身上獵來的皮，厚實而温暖。"
"item_helmet_drake","Drake helmet","霜龍頭盔"
"item_helmet_drake_description","An elaborate and finely-crafted helm.","製作精良的頭盔。"
,,
,,
"item_ancientseed","Ancient seed","上古種子"
"item_ancientseed_description","Held against your ear, you hear tiny whisperings within...","貼近耳朵可以聽到輕微的低語……"
"item_chain","Chain","鎖鏈"
"item_chain_description","A link of iron chain.","一條鐵鏈。"
"item_coal","Coal","木炭"
"item_coal_description","A lump of coal.","一塊木炭。"
"item_coin","Coin","硬幣"
"item_coin_description","A golden coin.","一塊金幣。"
"item_copper","Copper","銅錠"
"item_copper_description","A bar of pure copper ready to be worked.","一塊純銅可用於加工。"
"item_copperore","Copper ore","銅礦"
"item_bronze","Bronze","青銅錠"
"item_bronze_description","A strong alloy of copper and tin.","銅與錫製成的堅固合金。"
"item_copperore_description","Unrefined copper. Needs to be refined in a smelter.","未精煉的銅。 需要放入熔爐中精煉。"
"item_dandelion","Dandelion","蒲公英"
"item_dandelion_description","A dandelion.","一株蒲公英。"
"item_thistle","Thistle","薊草"
"item_thistle_description","Beautiful but prickly.","美麗但有刺。"
"item_elderbark","Ancient bark","古樹皮"
"item_elderbark_description","An ancient and sturdy material.","古老而堅固的材料。"
"item_entrails","Entrails","內臟"
"item_entrails_description","A slimy length of something's insides.","一條黏糊糊內臟"
"item_bloodbag","Bloodbag","血袋"
"item_bloodbag_description","The contents of a leech. Ick!","水蛭的內臟。 嘔！"
"item_feathers","Feathers","羽毛"
"item_feathers_description","A small pile of feathers.","一小堆羽毛。"
"item_fircone","Fir cone","冷杉球果"
"item_fircone_description","Plant it to grow a fir tree.","種下就能長成冷杉樹。"
"item_pinecone","Pine cone","松果"
"item_pinecone_description","Plant it to grow a pine tree.","種下就能長成松樹。"
"item_beechseeds","Beech seeds","山毛櫸種子"
"item_beechseeds_description","Plant them to grow a beech tree.","種下就能長成山毛櫸樹。"
"item_flint","Flint","燧石"
"item_flint_description","Can be shaped into sharp blades.","可以打磨成利刃。"
"item_greydwarfeye","Greydwarf eye","灰矮人之眼"
"item_greydwarfeye_description","The milky eyeball of a Greydwarf.","濕漉漉的灰矮人眼睛。"
"item_guck","Guck","樹膿"
"item_guck_description","It smells like fermented fish.","聞起來像是發酵過的魚。"
"item_leatherscraps","Leather scraps","皮碎片"
"item_leatherscraps_description","A small pile of leather scraps.","一小堆皮碎片。"
"item_hide","Hide","毛皮"
"item_hide_description","An animal hide.","動物毛皮。"
"item_deerhide","Deer hide","鹿皮"
"item_deerhide_description","A cleaned hide from a deer.","清理乾淨的鹿皮。"
"item_wolfpelt","Wolf pelt","狼皮"
"item_wolfpelt_description","A pelt of shaggy fur.","一塊毛茸茸的毛皮。"
"item_loxpelt","Lox pelt","平原氂牛皮"
"item_loxpelt_description","A heavy pelt of thick, musty fur.","一塊非常厚重的毛皮。"
"item_iron","Iron","鐵錠"
"item_iron_description","A bar of pure iron ready to be worked.","一塊純鐵可用於加工。"
"item_ironore","Iron ore","鐵礦"
"item_ironore_description","Unrefined iron. Needs to be refined in a smelter.","未精煉的鐵。 需要放入熔爐中精煉。"
"item_ironscrap","Scrap iron","鐵碎屑"
"item_ironscrap_description","It's old and rusty but can be smelted and used again.","老舊生鏽，可以提煉之後再利用。"
"item_ironnails","Iron nails","鐵釘"
"item_ironnails_description","Needed for advanced construction projects.","在更進階的工事中需要它。"
"item_bronzenails","Bronze nails","青銅釘"
"item_bronzenails_description","Used in construction of ships and furniture.","用於建造船隻及家具。"
"item_resin","Resin","樹脂"
"item_resin_description","Sticky tree resin that insulates well. If put to the flame it burns slow and steady.","黏性樹脂阻隔能力高。 放進火裡則可以慢慢穩定地燃燒。"
"item_sharpeningstone","Sharpening stone","磨刀石"
"item_sharpeningstone_description","A whetstone wheel ready to spin.","可以旋轉的磨刀石輪。"
"item_stone","Stone","石頭"
"item_stone_description","It's a rock.","一塊石頭。"
"item_surtlingcore","Surtling core","焰靈之核"
"item_surtlingcore_description","It throbs with inner heat.","火焰在内部湧動。"
"item_tin","Tin","錫錠"
"item_tin_description","A bar of pure tin ready to be worked.","一塊純錫可用於加工。"
"item_tinore","Tin ore","錫礦"
"item_tinore_description","Unrefined tin. Needs to be refined in a smelter.","未精煉的錫。 需要放入熔爐中精煉。"
"item_silver","Silver","銀"
"item_silver_description","A bar of pure silver ready to be worked.","一塊純銀可用於加工。"
"item_silverore","Silver ore","銀礦"
"item_silverore_description","Unrefined silver. Needs to be refined in a smelter.","未精煉的銀。 需要放入熔爐中精煉。"
"item_crystal","Crystal","水晶"
"item_crystal_description","A shard of crystal from deep within the earth.","一塊來自地底深處的水晶"
"item_trollhide","Troll hide","巨魔皮"
"item_trollhide_description","A thick and sturdy hide. This is why trolls are so hard to kill.","厚重結實的皮。 這是巨魔很難被殺死的原因。"
"item_turnip","Turnip","蕪菁"
"item_turnip_description","A turnip.","蕪菁。"
"item_turnipseeds","Turnip seeds","蕪菁種子"
"item_turnipseeds_description","These can be planted in cultivated soil.","可以種在耕地中。"
"item_carrot","Carrot","胡蘿蔔"
"item_carrot_description","An orange treat.","橙色菜餚。"
"item_carrotseeds","Carrot seeds","胡蘿蔔種子"
"item_carrotseeds_description","Plant these if you like carrots...","你可以種植它們，如果你喜歡胡蘿蔔的話。"
"item_witheredbone","Withered bone","枯骨"
"item_witheredbone_description","A giant bone, knotted like old wood.","巨大的骨頭，有著陳年舊木般的結節。"
"item_wood","Wood","木材"
"item_wood_description","Good strong wood to build with.","優良的堅木，可用於建造。"
"item_finewood","Fine wood","細木"
"item_finewood_description","High quality wood for fine carpentry.","高品質木材，用於精細木工。"
"item_roundlog","Core wood","圓木"
"item_roundlog_description","Perfect for building log cabins.","建造原木小屋最完美的材料。"
"item_flametal","Flametal","焰金屬"
"item_flametal_description","The pure, shimmering core of a meteorite.","純淨而閃著微光的隕石核心。"
"item_flametalore","Flametal ore","焰金屬礦"
"item_flametalore_description","Warm to the touch with glowing veins of strange metal. Needs to be refined in a smelter.","摸起來很溫暖，有著發光紋理的奇怪金屬。 需要放入熔爐中精煉。"
"item_ooze","Ooze","臭泥"
"item_ooze_description","Rotten and putrid-smelling. Why do you want this?","已腐爛，散發著惡臭。 為什麼你想要這個？"
"item_honey","Honey","蜂蜜"
"item_honey_description","Sweet and tasty.","甜蜜美味。"
"item_barley","Barley","大麥"
"item_barley_description","A bundle of barley.","一捆大麥。"
"item_barleyflour","Barley flour","大麥麵粉"
"item_barleyflour_description","Great for baking bread.","最合適用來做麵包。"
"item_flax","Flax","亞麻"
"item_flax_description","Unspun fibers from a flax plant.","未被紡織的亞麻纖維。"
"item_linenthread","Linen thread","亞麻線"
"item_linenthread_description","A fine linen thread made out of strong flax filament.","一捆精細的亞麻線。"
"item_bonefragments","Bone fragments","白骨碎片"
"item_bonefragments_description","A pile of shattered bones.","一堆破碎的白骨。"
"item_wolffang","Wolf fang","狼牙"
"item_wolffang_description","Still sharp.","依舊尖利。"
"item_hardantler","Hard antler","硬鹿角"
"item_hardantler_description","A piece of very hard antler.","一塊非常堅硬的鹿角。"
"item_queenbee","Queen bee","蜂后"
"item_queenbee_description","The queen of the bees!","蜜蜂之后！"
"item_cryptkey","Swamp key","沼澤金鑰"
"item_cryptkey_description","Partly covered in caked mud, it smells foetid.","一部分被糕狀的淤泥遮住了，聞起來臭烘烘的。"
"item_sausages","Sausages","香腸"
"item_sausages_description","Links of savory, smoked meat.","一串鹹鮮的煙燻肉製品。"
"item_wishbone","Wishbone","願望骨"
"item_wishbone_description","This ancient bone remembers the location of many forgotten things.","這塊古老的骨頭能定位很多被遺忘的寶物。"
"item_beltstrength","Megingjord","梅金吉奧德腰帶"
"item_beltstrength_description","Gives the wearer superhuman strength.","能賦予佩戴者超凡的力量。"
"item_freezegland","Freeze gland","霜龍淋巴"
"item_freezegland_description","This mysterious organ keeps a perfect temperature.","這塊神秘的器官一直保持著完美的温度。"
"item_dragonegg","Dragon egg","龍蛋"
"item_dragonegg_description","Far heavier than it looks, with a faint humming sound from within.","比看起來重多了，裡面還嗡嗡作響。"
"item_obsidian","Obsidian","黑曜石"
"item_obsidian_description","Dark volcanic glass.","黑暗的火山岩。"
"item_serpentscale","Serpent scale","蛟龍鱗"
"item_serpentscale_description","The shiny metal-like scale from a sea serpent.","這閃閃發光的金屬狀鱗片來自於深海蛟龍。"
"item_serpentmeat","Serpent meat","蛟龍肉"
"item_serpentmeat_description","A slice of sea serpent, smells fishy.","一塊深海蛟龍肉，有一點魚腥味。"
"item_serpentmeatcooked","Cooked serpent meat","熟深海蛟龍肉"
"item_serpentmeatcooked_description","A cooked slice of sea serpent, smells good.","一塊烹飪過的深海蛟龍肉，聞起來很香。"
"item_chitin","Chitin","甲殼素"
"item_chitin_description","A shard of crustacean shell.","一塊貝類碎片。"
"item_dragontear","Dragon tear","龍之淚"
"item_dragontear_description","The last frozen tears of a dragon, pulsating with mysterious energy.","龍的最後一滴冰冷的眼淚，充斥著神秘的力量。"
"item_ymirremains","Ymir flesh","尤彌爾之身"
"item_ymirremains_description","The earthy remains of the giant Ymir.","尤彌爾的遺骸。"
"item_goblintotem","Fuling totem","符靈圖騰"
"item_goblintotem_description","Channels the ancient power of Yagluth.","可以召喚亞格魯斯的古老力量。"
"item_blackmetal","Black metal","黑金屬"
"item_blackmetal_description","A heavy bar of dark metal.","一塊沉重的黑暗金屬。"
"item_blackmetalscrap","Black metal scrap","黑金屬碎片"
"item_blackmetalscrap_description","A twisted hunk of dark metal.","一塊扭曲的黑暗金屬。"
"item_fishingbait","Fishing bait","魚餌"
"item_fishingbait_description","Common dvergr fishing bait. Fishing rod sold separately.","普通的矮人魚餌。 不和魚竿一起銷售。"
"item_fishingrod","Fishing rod","釣魚竿"
"item_fishingrod_description","Standard issue dvergr fishing rod.","標準矮人釣魚竿。"
"item_needle","Needle","刺針"
"item_needle_description","The pointy end of a Deathsquito","殺人蜂的尾尖。"
,,
,,
"item_coins","Coins","貨幣"
"item_coins_description","<color=yellow>Valuable</color>","<color=yellow>有錢能使鬼推磨</color>"
"item_ruby","Ruby","紅寶石"
"item_ruby_description","<color=yellow>Valuable</color>","<color=yellow>價值連城</color>"
"item_amber","Amber","琥珀"
"item_amber_description","<color=yellow>Valuable</color>","<color=yellow>價值連城</color>"
"item_amberpearl","Amber pearl","琥珀珍珠"
"item_amberpearl_description","<color=yellow>Valuable</color>","<color=yellow>價值連城</color>"
"item_silvernecklace","Silver Necklace","銀項鍊"
"item_silvernecklace_description","<color=yellow>Valuable</color>","<color=yellow>價值連城</color>"
,,
,,
"item_pickable_barley","Barley","大麥"
"item_pickable_bogiron","Bog iron","沼鐵礦"
"item_pickable_branch","Branch","樹枝"
"item_pickable_meteorite","Meteorite","隕石"
"item_pickable_skeletalremains","Skeletal remains","骷髏遺骸"
"item_destructible_gucksack","Guck sack","樹膿包"
"item_pickable_obsidian","Obsidian","黑曜石"
,,
,,
"customization_beard01","Long 1","長鬍鬚1"
"customization_beard02","Long 2","長鬍鬚2"
"customization_beard03","Short 1","短鬍鬚1"
"customization_beard04","Short 2","短鬍鬚2"
"customization_beard05","Braided 1","辮子1"
"customization_beard06","Braided 2","辮子2"
"customization_beard07","Short 3","短鬍鬚3"
"customization_beard08","Thick 1","厚鬍鬚1"
"customization_beard09","Braided 3","辮子3"
"customization_beard10","Braided 4","辮子4"
"customization_nobeard","No beard","無鬍鬚"
,,
,,
"customization_hair01","Ponytail 1","馬尾辮1"
"customization_hair02","Ponytail 2","馬尾辮2"
"customization_hair03","Braided 1","辮子1"
"customization_hair04","Ponytail 3","馬尾辮3"
"customization_hair05","Short 1","短髮1"
"customization_hair06","Long 1","長髮1"
"customization_hair07","Ponytail 4","馬尾辮4"
"customization_hair08","Short 2","短髮2"
"customization_hair09","Side Swept 1","邊分1"
"customization_hair10","Side Swept 2","邊分2"
"customization_hair11","Braided 2","辮子2"
"customization_hair12","Braided 3","辮子3"
"customization_hair13","Braided 4","辮子4"
"customization_hair14","Side Swept 3","邊分3"
"customization_nohair","No hair","光頭"
,,
,,
"se_burning_start","You are burning","你正在燃燒"
"se_burning_tooltip","You are on fire!","你著火了！"
"se_smoked_start","You can't breathe in the smoke","無法在煙霧中呼吸"
"se_cold_start","You feel cold","感到有點冷"
"se_cold_stop","You are getting warmer","身子暖和多了"
"se_cold_repeat","You are cold","感到寒冷"
"se_freezing_start","You are freezing","你快要凍僵了"
"se_freezing_stop","You are getting warmer","身子暖和多了"
"se_freezing_repeat","You are freezing","你快要凍僵了"
"se_healthupgrade_stop","You feel stronger","你感覺變強了"
"se_staminaupgrade_stop","You feel stronger","你感覺變強了"
"se_potion_start","You drink the potion","你喝下了藥水"
"se_shelter_start","You are sheltered","你已被遮蔽"
"se_shelter_stop","You are exposed","沒有遮蔽"
"se_warm_start","You feel warm","你感覺暖和"
"se_wet_start","You are wet","你濕透了"
"se_wet_stop","You are dry again","你乾了"
"se_wet_repeat","You are wet","你濕透了"
"se_encumbered_start","You are carrying too much","你負重太多"
"se_encumbered_repeat","You are carrying too much","你負重太多"
"se_encumbered_tooltip","You are encumbered and cannot run.","你負重太多並無法跑步。"
"se_cozy_start","You feel cozy","你感覺舒適"
"se_resting_start","Resting","休息中"
"se_rested_start","You feel rested","你感到充分休息"
"se_rested_stop","You don't feel rested anymore","充分休息效果結束了"
"se_rested_comfort","Comfort","舒適度"
"se_wishbone_start","You can sense hidden objects","你能覺察到隱藏的寶物"
"se_beltstrength_start","You feel stronger","你感覺變強了"
"se_beltstrength_tooltip","Increase max carry weight.","增加負重上限"
"se_poisonres_name","Poison resistance","毒抗性"
"se_frostres_name","Frost resistance","冰霜抗性"
"se_frostres_tooltip","You are protected against the cold.","你不再畏懼嚴寒"
"se_burning_name","Burning","燃燒中"
"se_smoked_name","Smoked","煙燻了"
"se_smoked_tooltip","Breathing smoke is unhealthy.","吸入濃煙是不健康的。"
"se_fire_name","Fire","營火"
"se_fire_tooltip","Warm from a cozy fire.","舒適的火給你帶來溫暖。"
"se_cold_name","Cold","寒冷"
"se_cold_tooltip","Lower health and stamina regeneration.","生命值和耐力值恢復速度變慢。"
"se_coldres_name","Cold resistance","抗冷"
"se_cozy_name","Cozy","舒適"
"se_encumbered_name","Encumbered","超載"
"se_freezing_name","Freezing","嚴寒"
"se_freezing_tooltip","You are freezing, no health regeneration and significant lowered stamina regeneration.","你快要凍僵了，生命值不再恢復，耐力值恢復速度大大下降。"
"se_frost_name","Frost","冰凍"
"se_frost_tooltip","You suffer from hypothermia.","你為體溫過低感到痛苦。"
"se_lightning_name","Lightning","閃電"
"se_lightning_tooltip","Lightning damage.","閃電傷害"
"se_healthupgrade_name","Health upgrade","生命值升級"
"se_mead_name","Mead","蜜酒"
"se_poison_name","Poison","毒"
"se_poison_start","You have been poisoned","你中毒了"
"se_poison_tooltip","Poison damage.","毒傷害"
"se_potion_frostresist_tooltip","You are protected against the cold.","你不再畏懼寒冷。"
"se_potion_healthmedium_tooltip","Health over time.","生命加時"
"se_potion_healthminor_tooltip","Health over time.","生命加時"
"se_potion_poisonresist_tooltip","You take less damage from poison.","你受到的毒傷害減少了。"
"se_potion_staminaminor_tooltip","Regenerate stamina fast.","耐力值恢復速度很快。"
"se_potion_staminamedium_tooltip","Regenerate stamina fast.","耐力值恢復速度很快。"
"se_potion_barleywine_tooltip","You take less damage from burning.","你受到的燃燒傷害減少了。"
"se_potion_tasty_tooltip","Lower health and stamina regeneration.","生命值和耐力值恢復速度變慢。"
"se_healthpotionmedium_name","Health potion","治療藥水"
"se_healthpotionminor_name","Minor health potion","微型治療藥水"
"se_staminapotion_name","Stamina potion","耐力藥水"
"se_rested_name","Rested","充分休息"
"se_rested_tooltip","You feel rested, health and stamina regeneration is higher.","充分休息後，你的生命值和耐力值恢復速度加快。"
"se_resting_name","Resting","正在休息"
"se_resting_tooltip","You are currently resting, health and stamina regeneration is significantly higher.","正在休息中，生命值和耐力值恢復速度大大加快。"
"se_shelter_name","Shelter","庇護"
"se_shelter_tooltip","You are sheltered from the weather.","有遮蔽，不被天氣所影響。"
"se_spirit_name","Spirit","精神"
"se_spirit_tooltip","Extra damage vs undead.","對鬼魂造成額外傷害。"
"se_staminaupgrade_name","Stamina upgrade","耐力值升級"
"se_trollseteffect_name","Sneaky","鬼鬼祟祟"
"se_trollseteffect_tooltip","Makes you more sneaky.","更加隱蔽，使你更難被敵人發現。"
"se_warm_name","Warm","温暖"
"se_warm_tooltip","You are warm.","暖暖的。"
"se_wet_name","Wet","潮濕"
"se_wet_tooltip","Lowering your health and stamina regeneration.","使你的生命值和耐力值恢復速度變慢。"
"se_wishbone_name","Wishbone","願望骨"
"se_wishbone_tooltip","Helps you find hidden things. Move in the direction the pings get more intense.","幫助你找到隱藏寶物。 越接近寶物，提示音會越緊湊。"
"se_softdeath_name","No skill drain","無技能懲罰"
"se_softdeath_tooltip","If you die you won't lose any skill points.","你如果死亡，不會失去技能點。"
"se_eikthyr_name","Eikthyr","赤血靈鹿"
"se_eikthyr_start","You activate the power of Eikthyr.","你啟動了赤血靈鹿的力量"
"se_eikthyr_tooltip","Your ability to run and jump is improved.","你跑和跳的技能更強了。"
"se_theelder_name","The Elder","古樹長老"
"se_theelder_start","The Elder's power surges through you.","古樹長老的力量在你身體裡湧動"
"se_theelder_tooltip","Faster wood cutting.","更快砍倒樹木。"
"se_bonemass_name","Bonemass","邪骨惡靈"
"se_bonemass_start","Bonemass spirit lives in you now.","邪骨惡靈附身在你身上"
"se_bonemass_tooltip","Resistance VS physical damage.","減少受到的物理傷害。"
"se_moder_name","Moder","冰霜飛龍"
"se_moder_start","Even in death Moder still cries.","冰霜飛龍即使死去也在哀鳴"
"se_moder_tooltip","Always tailwind when sailing.","航行時總是順風。"
"se_yagluth_name","Yagluth","亞格魯斯"
"se_yagluth_start","The cosmic powers of Yagluth.","亞格魯斯的宇宙之力"
"se_yagluth_tooltip","Resistance VS magic damage and lightning damage.","減少受到的魔法和閃電傷害。"
"se_health","Health","生命值"
"se_stamina","Stamina","耐力值"
"se_healthregen","Health regen","生命值恢復"
"se_staminaregen","Stamina regen","耐力值恢復"
"se_max_carryweight","Max carry weight","最高負重值"
"se_jumpstamina","Jump stamina usage","跳躍耐力值消耗量"
"se_runstamina","Run stamina usage","跑步耐力值消耗量"
"se_harpooned_name","Harpooned","被獵魚標槍插到了"
"se_harpooned_tooltip","You have been harpooned.","你被獵魚標槍插到了"
"se_noisemod","Noise","噪音"
"se_sneakmod","Sneak","潜行"
"se_corpserun_name","Corpse run","跑屍形態"
"se_corpserun_tooltip","You can run longer and take significantly less damage from physical attacks.","你跑得更遠並且受到的物理傷害大大減少。"
,,
,,
"event_wolves_start","You are being hunted...","你正在被獵殺…"
"event_wolves_end","The hunt is over","捕獵結束了"
"event_foresttrolls_start","The ground is shaking","大地正在搖晃"
"event_foresttrolls_end","The shakes starts to fade","晃動開始消去"
"event_surtlings_start","There's a smell of sulfur in the air...","空氣充滿硫磺的味道…"
"event_surtlings_end","The smell is fading","味道散去了"
"event_eikthyrarmy_start","Eikthyr rallies the creatures of the forest","赤血靈鹿召集了林中生靈"
"event_eikthyrarmy_end","The creatures are calming down","生靈漸漸冷靜下來"
"event_gdkingarmy_start","The forest is moving...","樹林正在移動…"
"event_gdkingarmy_end","The forest rests again","樹林恢復了平静"
"event_bonemassarmy_start","A foul smell from the swamp","一股來自沼澤惡臭"
"event_bonemassarmy_end","The smell is gone","味道飄散了"
"event_moderarmy_start","A cold wind blows from the mountains","寒風從山脈吹來"
"event_moderarmy_end","The cold wind is gone","寒風停息了"
"event_skeletons_start","Skeleton surprise","骸骨開始蠢蠢欲動"
"event_skeletons_end","Skeletons are tired of fighting","骸骨開始失去戰意"
"event_goblinarmy_start","The horde is attacking","部落發起了進攻"
"event_goblinarmy_end","The horde is retreating","部落正在撤退中"
"event_boss01_start","Eikthyr is awakened","赤血靈鹿甦醒了"
"event_boss01_end","Eikthyr defeated","赤血靈被被擊敗了"
"event_boss02_start","The Elder is awakened","古樹長老甦醒了"
"event_boss02_end","The Elder defeated","古樹長老被擊敗了"
"event_boss03_start","Bonemass is awakened","邪骨惡靈甦醒了"
"event_boss03_end","Bonemass defeated","邪骨惡靈被擊敗了"
"event_boss04_start","Moder is awakened","冰霜飛龍甦醒了"
"event_boss04_end","Moder defeated","冰霜飛龍被擊敗了"
"event_boss05_start","King Yagluth is awakened","王者亞格魯斯甦醒了"
"event_boss05_end","King Yagluth defeated","王者亞格魯斯被擊敗了"
,,
,,
"skill_swords","Swords","劍"
"skill_knives","Knives","刀"
"skill_clubs","Clubs","棍"
"skill_polearms","Polearms","長柄武器"
"skill_spears","Spears","矛"
"skill_shields","Shields","盾"
"skill_blocking","Blocking","格擋"
"skill_axes","Axes","斧"
"skill_woodcutting","Wood cutting","伐木"
"skill_bows","Bows","弓"
"skill_firemagic","Fire magic","火法"
"skill_frostmagic","Frost magic","冰法"
"skill_unarmed","Unarmed","赤手空拳"
"skill_pickaxes","Pickaxes","鎬"
"skill_jump","Jump","跳躍"
"skill_run","Run","跑"
"skill_sneak","Sneak","潜行"
"skill_swim","Swim","游泳"
"skill_woodworking","Woodworking","木工"
"skill_blacksmithing","Blacksmithing","鑄造"
"skill_cooking","Cooking","烹飪"
,,
,,
"skill_swords_description","Damage with swords.","劍傷"
"skill_knives_description","Damage with knives.","刀傷"
"skill_clubs_description","Damage with clubs.","棍傷"
"skill_polearms_description","Damage with polearms.","長柄武器傷"
"skill_spears_description","Damage with spears.","矛傷"
"skill_shields_description","not used.","未使用。"
"skill_blocking_description","Damage absorbed when blocking with a weapon or shield.","用武器或盾牌格擋住的傷害"
"skill_axes_description","Damage with axes.","斧傷"
"skill_woodcutting_description","Axe damage when hitting trees.","伐木被砍傷"
"skill_bows_description","Damage with bows.","被劍射傷"
"skill_firemagic_description","Write something","寫點什麼吧"
"skill_frostmagic_description","Write something","寫點什麼吧"
"skill_unarmed_description","Damage when unarmed.","無護甲時受到的傷害"
"skill_pickaxes_description","Damage with pickaxes.","鎬傷"
"skill_jump_description","Jump height.","跳躍高度"
"skill_run_description","Speed and stamina drain when running.","跑步時速度和耐力消耗"
"skill_sneak_description","Stamina drain and stealthiness when sneaking.","潜行時耐力消耗和隱身性。"
"skill_swim_description","Stamina drain when swimming.","游泳時耐力消耗"
,,
,,
"ship_holdfast","Hold fast","扶住"
,,
,,
"raven_interact","Talk","對話"
"tutorial_start_topic","Welcome to Valheim","歡迎來到瓦爾海姆"
"tutorial_start_label","Hugin: Tip","福金：提示"
"tutorial_start_text","Start tips: try to interact with things in the environment. Some items like stones, branches and pieces of flint can be collected and used for crafting. \n\nTo open your inventory and crafting screen press $KEY_Inventory.","開始提示：請試著與周圍的事物互動。 例如石頭、樹枝、燧石塊等，可以收集並用於製作。 \n\n要打開背包和製作界面，請按$KEY_Inventory。"
"tutorial_stemple1_label","Hugin: Welcome","福金：歡迎"
"tutorial_stemple1_topic","Welcome to the 10th World, warrior","歡迎來到第十大神界，勇士"
"tutorial_stemple1_text","I am Hugin, sent here to guide you in your travels.\n\nThe megaliths surrounding you are the Sacrificial Stones. They represent the Forsaken, which you must slay in order to ascend to Valhalla.","我是福金，我被派來做你的嚮導。 \n\n這些包圍著你的巨石是獻祭石。 \n他們代表著被遺忘者們，你必須要按順序擊殺他們以獲得進入英靈殿的機會。"
"tutorial_stemple2_label","Hugin: Vegvisirs","福金：指南石"
"tutorial_stemple2_topic","This stone is a Vegvisir","這塊石碑是指南石"
"tutorial_stemple2_text","These magical stones were scattered throughout the lands by Odin as signposts pointing toward the ritual grounds of the Forsaken.\n\nIf inspected closer, this one will reveal the summoning place of Eikthyr, your <color=yellow>first prey</color>. He is a mighty beast, so you need to properly arm yourself before even attempting to defeat him.","奧丁把這些魔石撒落在了這篇土地上。 作為指南石指引著召喚被遺忘者們的祭壇的前路。 \n\n如果靠近觀察，這塊指南石會顯示召喚赤血靈鹿的位置，你的 <color=yellow>第一個任務</color>。 他是一頭無敵的神獸，在嘗試擊敗他之前你必須你必須正式裝備好你自己。"
"NOT USED tutorial_stemple3_label",,
"NOT USED tutorial_stemple3_text",,
"tutorial_stemple4_label","Hugin: Eikthyr defeated","福金：赤血靈鹿已被擊敗"
"tutorial_stemple4_topic","Odin is pleased","奧丁很滿意"
"tutorial_stemple4_text","You have been granted the power of Eikthyr, use it in times of need.\n\nYour next target dwells in the Black forest. Go there, explore the lands, and uncover their lost treasures and resources.\n\nThe Elder awaits!","你獲得了赤血靈鹿的力量，請在你需要的時候使用。 \n\n你的下一個目標會在黑暗林山裡。 去那裡探索並發現被遺忘的寶物和資源吧。 \n\n古樹長老正在等你！"
"tutorial_death_label","Hugin: Death","福金：死亡"
"tutorial_death_topic","You suffered a mortal blow!","你遭到了致命的攻擊！"
"tutorial_death_text","Each time you are struck down, you will <color=yellow"">forget a small part of your abilities and drop your belongings</color> at the site of the accident.\n\nIf you wish you were home by now I'd recommend <color=yellow"">building a bed</color>, wherever home may be.","每一次你被擊倒, 你都會在你陣亡的地方<color=yellow"">遺失你的物品和忘記一小部分技能</color> 。 \n\n如果你希望自己在家醒來的話那我建議你<color=yellow"">造一張床</color>, 因為床在哪裡，家就在哪裡。"
"tutorial_inventory_label","Hugin: Inventory","福金：背包"
"tutorial_inventory_topic","Take stock of your inventory","清點你的背包"
"tutorial_inventory_text","Most items must be crafted. However, due to your recent departure from Midgard, you will have to recall the true shape of objects. Just pick things up and it will all come back to you, I'm sure.\n\nMy lesser brother, Munin, tells me one can fashion a Stone Axe out of <color=yellow>Wood and Stone</color>.","大部分的物品都需要手工製作才能獲得。 但你才剛離開人界，你需要回憶起各種物品的真實樣貌。 只要你一直拾取各種物品，你記憶便會慢慢回來。 \n\n我弟弟霧尼曾經跟我說過，人們可以用<color=yellow>木材和石頭</color>.做成一把石斧。"
"tutorial_weight_label","Hugin: Encumberance","福金：超重"
"tutorial_weight_topic","You need to lighten your load!","你需要減輕你的負担！"
